Date,Tournament,Surface,Best of,Winner,Loser,WRank,LRank,PSW,PSL
20/03/2026,Miami,Hard,3,Tanner N.,Gomez Q.,189,66,4.36,1.26
21/03/2026,Miami,Hard,3,Hale E.,Xenos O.,78,222,1.18,5.63
21/03/2026,Miami,Hard,3,Falk U.,Gomez H.,60,63,1.85,2.06
21/03/2026,Miami,Hard,3,Rossi N.,Quist Z.,171,165,1.81,2.12
21/03/2026,Miami,Hard,3,Ionescu P.,Pires V.,90,159,1.31,3.82
21/03/2026,Miami,Hard,3,Jansen D.,Varga D.,93,204,1.12,7.5
21/03/2026,Miami,Hard,3,Barros J.,Lindqvist D.,15,114,1.08,10.11
21/03/2026,Miami,Hard,3,Duval N.,Young V.,45,231,1.11,8.3
21/03/2026,Miami,Hard,3,Hale V.,Stahl F.,84,183,1.35,3.49
21/03/2026,Miami,Hard,3,Holm N.,Engel Y.,87,54,3.15,1.41
21/03/2026,Miami,Hard,3,Young X.,Tanner V.,237,192,4.64,1.24
21/03/2026,Miami,Hard,3,Mertens M.,Novak H.,126,144,2.36,1.67
21/03/2026,Miami,Hard,3,Hale F.,Eklund M.,81,51,2.72,1.52
21/03/2026,Miami,Hard,3,Cerny J.,Rossi Q.,33,177,1.01,32.52
21/03/2026,Miami,Hard,3,Eklund B.,Varga G.,48,207,1.14,6.82
21/03/2026,Miami,Hard,3,Mertens D.,Xenos I.,120,219,1.19,5.39
22/03/2026,Miami,Hard,3,Nadeau L.,Quist J.,141,162,1.65,2.4
22/03/2026,Miami,Hard,3,Keller A.,Young W.,102,234,1.03,20.2
22/03/2026,Miami,Hard,3,Rossi N.,Xenos U.,171,225,1.27,4.22
22/03/2026,Miami,Hard,3,Barros X.,Ulrich Z.,18,201,1.13,7.34
22/03/2026,Miami,Hard,3,Cerny Q.,Rossi Q.,36,177,1.02,21.08
22/03/2026,Miami,Hard,3,Ionescu P.,Varga G.,90,207,1.42,3.11
22/03/2026,Miami,Hard,3,Gomez U.,Zeller P.,69,240,1.01,32.52
22/03/2026,Miami,Hard,3,Eklund B.,Tanner V.,48,192,1.15,6.53
22/03/2026,Miami,Hard,3,Eklund M.,Holm N.,51,87,1.53,2.68
22/03/2026,Miami,Hard,3,Abbott K.,Xenos I.,6,219,1.01,32.52
23/03/2026,Miami,Hard,3,Rossi N.,Varga G.,171,207,1.71,2.27
23/03/2026,Miami,Hard,3,Stahl C.,Cerny J.,180,33,12.86,1.06
23/03/2026,Miami,Hard,3,Young V.,Young W.,231,234,1.72,2.25
23/03/2026,Miami,Hard,3,Novak Z.,Kovac M.,147,105,2.35,1.67
23/03/2026,Miami,Hard,3,Stahl F.,Tanner A.,183,186,1.89,2.02
23/03/2026,Miami,Hard,3,Keller A.,Nadeau A.,102,138,1.73,2.24
23/03/2026,Miami,Hard,3,Abbott K.,Laurent Q.,6,108,1.13,7.13
23/03/2026,Miami,Hard,3,Arden R.,Xenos U.,12,225,1.01,32.52
24/03/2026,Miami,Hard,3,Duval N.,Eklund M.,45,51,1.92,1.98
24/03/2026,Miami,Hard,3,Nadeau A.,Gomez H.,138,63,3.53,1.35
24/03/2026,Miami,Hard,3,Cerny G.,Engel Y.,30,54,1.68,2.32
24/03/2026,Miami,Hard,3,Xenos U.,Jansen D.,225,93,6.43,1.15
24/03/2026,Miami,Hard,3,Mertens R.,Mertens F.,132,123,1.74,2.22
24/03/2026,Miami,Hard,3,Ostrov G.,Mertens W.,150,135,2.39,1.65
24/03/2026,Miami,Hard,3,Tanner W.,Ulrich Z.,195,201,2.16,1.78
24/03/2026,Miami,Hard,3,Castell K.,Tanner A.,27,186,1.17,5.88
24/03/2026,Miami,Hard,3,Rossi Q.,Quist Z.,177,165,2.09,1.83
25/03/2026,Miami,Hard,3,Laurent W.,Varga R.,111,210,1.11,7.82
25/03/2026,Miami,Hard,3,Pires V.,Xenos Z.,159,228,1.22,4.94
25/03/2026,Miami,Hard,3,Barros J.,Tanner N.,15,189,1.01,32.52
25/03/2026,Miami,Hard,3,Mertens F.,Rossi Q.,123,177,1.74,2.23
25/03/2026,Miami,Hard,3,Tanner A.,Quist J.,186,162,2.44,1.63
25/03/2026,Miami,Hard,3,Jansen O.,Xenos U.,96,225,1.07,11.15
25/03/2026,Miami,Hard,3,Duval N.,Gomez H.,45,63,1.52,2.72
25/03/2026,Miami,Hard,3,Hale F.,Mertens M.,81,126,2.0,1.91
25/03/2026,Miami,Hard,3,Young V.,Tanner W.,231,195,3.56,1.34
25/03/2026,Miami,Hard,3,Eklund B.,Barros X.,48,18,2.35,1.67
25/03/2026,Miami,Hard,3,Dorn F.,Dorn R.,39,42,1.96,1.94
25/03/2026,Miami,Hard,3,Laurent Q.,Pires G.,108,153,1.99,1.91
25/03/2026,Miami,Hard,3,Hale E.,Stahl C.,78,180,1.29,4.02
26/03/2026,Miami,Hard,3,Xenos O.,Varga R.,222,210,2.34,1.68
26/03/2026,Miami,Hard,3,Arden H.,Jovic F.,9,99,1.34,3.56
26/03/2026,Miami,Hard,3,Gomez U.,Mertens R.,69,132,1.37,3.39
26/03/2026,Miami,Hard,3,Rossi P.,Mertens O.,174,129,2.65,1.54
26/03/2026,Miami,Hard,3,Hale F.,Novak H.,81,144,1.32,3.71
26/03/2026,Miami,Hard,3,Cerny G.,Jansen O.,30,96,1.31,3.79
26/03/2026,Miami,Hard,3,Cerny Q.,Xenos Z.,36,228,1.07,11.57
26/03/2026,Miami,Hard,3,Falk U.,Nadeau A.,60,138,1.46,2.92
26/03/2026,Miami,Hard,3,Young V.,Stahl F.,231,183,5.08,1.21
26/03/2026,Miami,Hard,3,Hale E.,Varga D.,78,204,1.37,3.4
26/03/2026,Miami,Hard,3,Eklund B.,Ostrov G.,48,150,1.32,3.74
27/03/2026,Miami,Hard,3,Castell K.,Gomez U.,27,69,1.35,3.5
27/03/2026,Miami,Hard,3,Hale V.,Xenos O.,84,222,1.21,5.03
27/03/2026,Miami,Hard,3,Cerny G.,Mertens R.,30,132,1.19,5.51
27/03/2026,Miami,Hard,3,Ostrov G.,Zeller P.,150,240,1.23,4.69
27/03/2026,Miami,Hard,3,Barros X.,Kovac M.,18,105,1.34,3.61
27/03/2026,Miami,Hard,3,Tanner Y.,Duval N.,198,45,4.97,1.21
27/03/2026,Miami,Hard,3,Abbott K.,Mertens M.,6,126,1.05,13.4
27/03/2026,Miami,Hard,3,Quist Z.,Dorn R.,165,42,5.58,1.18
27/03/2026,Miami,Hard,3,Quist J.,Young V.,162,231,1.33,3.66
28/03/2026,Miami,Hard,3,Mertens F.,Tanner A.,123,186,1.45,2.98
28/03/2026,Miami,Hard,3,Cerny J.,Laurent Q.,33,108,1.3,3.94
28/03/2026,Miami,Hard,3,Cerny G.,Eklund M.,30,51,1.56,2.62
28/03/2026,Miami,Hard,3,Gomez U.,Quist J.,69,162,1.62,2.46
28/03/2026,Miami,Hard,3,Abbott E.,Keller A.,3,102,1.03,19.59
28/03/2026,Miami,Hard,3,Arden H.,Tanner N.,9,189,1.14,6.63
28/03/2026,Miami,Hard,3,Ionescu P.,Lindqvist D.,90,114,1.92,1.98
28/03/2026,Miami,Hard,3,Stahl C.,Pires P.,180,156,2.27,1.71
28/03/2026,Miami,Hard,3,Duval N.,Quist Z.,45,165,1.13,6.98
28/03/2026,Miami,Hard,3,Brook T.,Ulrich Z.,21,201,1.19,5.37
28/03/2026,Miami,Hard,3,Holm N.,Lindqvist W.,87,117,1.5,2.79
28/03/2026,Miami,Hard,3,Weiss F.,Novak H.,213,144,3.01,1.44
28/03/2026,Miami,Hard,3,Dorn R.,Varga G.,42,207,1.21,5.11
28/03/2026,Miami,Hard,3,Ostrov G.,Mertens D.,150,120,2.02,1.88
29/03/2026,Miami,Hard,3,Barros J.,Novak H.,15,144,1.16,6.19
29/03/2026,Miami,Hard,3,Jansen O.,Novak Z.,96,147,1.61,2.47
29/03/2026,Miami,Hard,3,Quist J.,Laurent W.,162,111,2.27,1.71
29/03/2026,Miami,Hard,3,Falk N.,Mertens D.,57,120,1.52,2.74
29/03/2026,Miami,Hard,3,Abbott E.,Castell H.,3,24,1.23,4.71
29/03/2026,Miami,Hard,3,Brook T.,Mertens W.,21,135,1.22,4.88
29/03/2026,Miami,Hard,3,Mertens F.,Tanner V.,123,192,1.62,2.44
29/03/2026,Miami,Hard,3,Eklund M.,Tanner A.,51,186,1.15,6.41
29/03/2026,Miami,Hard,3,Nadeau A.,Xenos I.,138,219,1.4,3.23
29/03/2026,Miami,Hard,3,Hale V.,Dorn R.,84,42,2.67,1.54
29/03/2026,Miami,Hard,3,Castell K.,Quist Z.,27,165,1.01,25.99
30/03/2026,Miami,Hard,3,Jovic F.,Stahl C.,99,180,1.42,3.12
30/03/2026,Miami,Hard,3,Quist Z.,Falk N.,165,57,3.01,1.44
30/03/2026,Miami,Hard,3,Falk U.,Cerny Q.,60,36,2.25,1.72
30/03/2026,Miami,Hard,3,Hale E.,Weiss F.,78,213,1.12,7.51
30/03/2026,Miami,Hard,3,Barros X.,Xenos I.,18,219,1.01,32.52
30/03/2026,Miami,Hard,3,Pires V.,Jansen O.,159,96,2.48,1.61
30/03/2026,Miami,Hard,3,Keller A.,Novak H.,102,144,1.89,2.02
30/03/2026,Miami,Hard,3,Abbott K.,Weiss L.,6,216,1.17,5.97
30/03/2026,Miami,Hard,3,Tanner A.,Mertens D.,186,120,2.39,1.65
30/03/2026,Miami,Hard,3,Ionescu P.,Zeller P.,90,240,1.06,11.82
30/03/2026,Miami,Hard,3,Mertens F.,Xenos O.,123,222,1.32,3.74
30/03/2026,Miami,Hard,3,Holm N.,Gomez H.,87,63,2.67,1.54
30/03/2026,Miami,Hard,3,Pires G.,Stahl F.,153,183,1.52,2.73
30/03/2026,Miami,Hard,3,Tanner V.,Ostrov G.,192,150,2.54,1.58
30/03/2026,Miami,Hard,3,Dorn F.,Young W.,39,234,1.01,32.52
31/03/2026,Monte Carlo,Clay,3,Castell K.,Mertens O.,27,129,1.34,3.61
31/03/2026,Monte Carlo,Clay,3,Cerny G.,Stahl C.,30,180,1.14,6.94
31/03/2026,Monte Carlo,Clay,3,Mertens R.,Rossi N.,132,171,1.21,5.05
31/03/2026,Monte Carlo,Clay,3,Novak Z.,Pires P.,147,156,1.81,2.11
31/03/2026,Monte Carlo,Clay,3,Holm N.,Gomez Q.,87,66,3.58,1.34
31/03/2026,Monte Carlo,Clay,3,Quist J.,Xenos I.,162,219,1.4,3.19
31/03/2026,Monte Carlo,Clay,3,Eklund M.,Young V.,51,231,1.04,15.72
31/03/2026,Monte Carlo,Clay,3,Varga R.,Weiss F.,210,213,1.47,2.9
31/03/2026,Monte Carlo,Clay,3,Xenos U.,Gomez H.,225,63,27.63,1.01
31/03/2026,Monte Carlo,Clay,3,Falk U.,Ulrich Z.,60,201,1.15,6.44
31/03/2026,Monte Carlo,Clay,3,Mertens F.,Jansen D.,123,93,2.58,1.57
01/04/2026,Monte Carlo,Clay,3,Eklund B.,Lindqvist D.,48,114,1.06,11.86
01/04/2026,Monte Carlo,Clay,3,Kovac M.,Gomez Q.,105,66,2.14,1.79
01/04/2026,Monte Carlo,Clay,3,Lindqvist W.,Jansen D.,117,93,2.29,1.7
01/04/2026,Monte Carlo,Clay,3,Young W.,Weiss L.,234,216,4.64,1.24
01/04/2026,Monte Carlo,Clay,3,Cerny J.,Novak Z.,33,147,1.11,7.87
01/04/2026,Monte Carlo,Clay,3,Jansen O.,Tanner A.,96,186,1.17,5.93
01/04/2026,Monte Carlo,Clay,3,Hale V.,Weiss F.,84,213,1.12,7.74
01/04/2026,Monte Carlo,Clay,3,Eklund M.,Tanner V.,51,192,1.29,3.97
01/04/2026,Monte Carlo,Clay,3,Ionescu P.,Young X.,90,237,1.01,32.52
01/04/2026,Monte Carlo,Clay,3,Falk N.,Mertens M.,57,126,1.66,2.36
01/04/2026,Monte Carlo,Clay,3,Castell K.,Young V.,27,231,1.21,5.08
01/04/2026,Monte Carlo,Clay,3,Pires P.,Xenos O.,156,222,2.58,1.57
01/04/2026,Monte Carlo,Clay,3,Castell H.,Arden H.,24,9,1.77,2.17
01/04/2026,Monte Carlo,Clay,3,Nadeau L.,Varga R.,141,210,2.02,1.89
01/04/2026,Monte Carlo,Clay,3,Xenos U.,Xenos I.,225,219,3.16,1.41
02/04/2026,Monte Carlo,Clay,3,Cerny G.,Ionescu P.,30,90,1.19,5.43
02/04/2026,Monte Carlo,Clay,3,Brook T.,Mertens O.,21,129,1.23,4.71
02/04/2026,Monte Carlo,Clay,3,Mertens W.,Lindqvist W.,135,117,1.88,2.02
02/04/2026,Monte Carlo,Clay,3,Dorn R.,Hale F.,42,81,1.76,2.19
02/04/2026,Monte Carlo,Clay,3,Jansen D.,Young X.,93,237,1.08,9.81
02/04/2026,Monte Carlo,Clay,3,Hale V.,Young V.,84,231,1.2,5.27
02/04/2026,Monte Carlo,Clay,3,Rossi Q.,Varga D.,177,204,1.71,2.27
02/04/2026,Monte Carlo,Clay,3,Cerny J.,Duval N.,33,45,1.27,4.24
02/04/2026,Monte Carlo,Clay,3,Gomez H.,Tanner V.,63,192,1.21,4.97
02/04/2026,Monte Carlo,Clay,3,Holm N.,Tanner Y.,87,198,1.31,3.79
02/04/2026,Monte Carlo,Clay,3,Ulrich Z.,Weiss L.,201,216,2.03,1.88
02/04/2026,Monte Carlo,Clay,3,Cerny Q.,Eklund B.,36,48,2.97,1.45
02/04/2026,Monte Carlo,Clay,3,Castell H.,Falk U.,24,60,1.37,3.41
03/04/2026,Monte Carlo,Clay,3,Cerny G.,Stahl F.,30,183,1.06,11.76
03/04/2026,Monte Carlo,Clay,3,Hale F.,Pires V.,81,159,1.22,4.9
03/04/2026,Monte Carlo,Clay,3,Rossi Q.,Duval N.,177,45,5.98,1.17
03/04/2026,Monte Carlo,Clay,3,Eklund B.,Novak H.,48,144,1.25,4.48
03/04/2026,Monte Carlo,Clay,3,Abbott K.,Hale E.,6,78,1.15,6.34
03/04/2026,Monte Carlo,Clay,3,Dorn R.,Ostrov G.,42,150,1.39,3.3
03/04/2026,Monte Carlo,Clay,3,Jansen O.,Quist J.,96,162,1.33,3.65
03/04/2026,Monte Carlo,Clay,3,Mertens D.,Varga R.,120,210,2.08,1.83
04/04/2026,Monte Carlo,Clay,3,Gomez Q.,Castell K.,66,27,2.6,1.56
04/04/2026,Monte Carlo,Clay,3,Holm N.,Young V.,87,231,1.34,3.59
04/04/2026,Monte Carlo,Clay,3,Laurent Q.,Gomez U.,108,69,1.81,2.12
04/04/2026,Monte Carlo,Clay,3,Castell H.,Xenos U.,24,225,1.01,32.52
04/04/2026,Monte Carlo,Clay,3,Mertens O.,Rossi P.,129,174,1.19,5.5
04/04/2026,Monte Carlo,Clay,3,Abbott K.,Xenos O.,6,222,1.05,13.07
04/04/2026,Monte Carlo,Clay,3,Novak Z.,Tanner N.,147,189,1.72,2.26
04/04/2026,Monte Carlo,Clay,3,Falk N.,Ostrov G.,57,150,1.34,3.57
04/04/2026,Monte Carlo,Clay,3,Quist J.,Zeller P.,162,240,1.01,28.57
04/04/2026,Monte Carlo,Clay,3,Xenos I.,Keller A.,219,102,4.89,1.22
04/04/2026,Monte Carlo,Clay,3,Arden R.,Hale E.,12,78,1.86,2.05
04/04/2026,Monte Carlo,Clay,3,Rossi N.,Hale C.,171,75,3.78,1.32
04/04/2026,Monte Carlo,Clay,3,Gomez H.,Barros J.,63,15,3.94,1.3
04/04/2026,Monte Carlo,Clay,3,Ulrich Z.,Tanner A.,201,186,1.91,1.99
04/04/2026,Monte Carlo,Clay,3,Varga G.,Barros X.,207,18,13.71,1.05
05/04/2026,Monte Carlo,Clay,3,Laurent W.,Duval N.,111,45,2.62,1.55
05/04/2026,Monte Carlo,Clay,3,Barros J.,Keller A.,15,102,1.28,4.09
05/04/2026,Monte Carlo,Clay,3,Young W.,Rossi P.,234,174,2.61,1.56
05/04/2026,Monte Carlo,Clay,3,Laurent Q.,Mertens F.,108,123,1.94,1.96
05/04/2026,Monte Carlo,Clay,3,Novak H.,Kovac M.,144,105,1.87,2.04
05/04/2026,Monte Carlo,Clay,3,Mertens O.,Quist J.,129,162,1.42,3.09
05/04/2026,Monte Carlo,Clay,3,Cerny J.,Weiss L.,33,216,1.01,32.52
05/04/2026,Monte Carlo,Clay,3,Jovic F.,Hale V.,99,84,2.04,1.87
05/04/2026,Monte Carlo,Clay,3,Xenos O.,Jansen O.,222,96,3.52,1.35
05/04/2026,Monte Carlo,Clay,3,Stahl F.,Weiss F.,183,213,1.74,2.22
06/04/2026,Monte Carlo,Clay,3,Hale F.,Xenos I.,81,219,1.27,4.17
06/04/2026,Monte Carlo,Clay,3,Holm N.,Mertens M.,87,126,1.78,2.15
06/04/2026,Monte Carlo,Clay,3,Weiss L.,Gomez X.,216,72,7.63,1.12
06/04/2026,Monte Carlo,Clay,3,Novak Z.,Stahl F.,147,183,1.45,2.98
06/04/2026,Monte Carlo,Clay,3,Abbott K.,Mertens F.,6,123,1.1,8.72
06/04/2026,Monte Carlo,Clay,3,Castell H.,Weiss F.,24,213,1.06,12.45
06/04/2026,Monte Carlo,Clay,3,Kovac M.,Lindqvist D.,105,114,1.74,2.21
06/04/2026,Monte Carlo,Clay,3,Barros J.,Young V.,15,231,1.06,12.33
06/04/2026,Monte Carlo,Clay,3,Laurent W.,Varga D.,111,204,1.1,8.72
06/04/2026,Monte Carlo,Clay,3,Lindqvist W.,Gomez Q.,117,66,2.03,1.88
06/04/2026,Monte Carlo,Clay,3,Rossi A.,Cerny Q.,168,36,4.47,1.25
06/04/2026,Monte Carlo,Clay,3,Stahl C.,Gomez H.,180,63,3.23,1.4
06/04/2026,Monte Carlo,Clay,3,Arden H.,Eklund M.,9,51,1.49,2.83
06/04/2026,Monte Carlo,Clay,3,Ulrich Z.,Xenos O.,201,222,2.34,1.67
07/04/2026,Monte Carlo,Clay,3,Engel Y.,Stahl F.,54,183,1.04,14.77
07/04/2026,Monte Carlo,Clay,3,Laurent Q.,Lindqvist W.,108,117,1.93,1.98
07/04/2026,Monte Carlo,Clay,3,Dorn R.,Cerny Q.,42,36,2.37,1.66
07/04/2026,Monte Carlo,Clay,3,Varga G.,Tanner W.,207,195,3.0,1.45
07/04/2026,Monte Carlo,Clay,3,Hale E.,Hale V.,78,84,1.69,2.31
07/04/2026,Monte Carlo,Clay,3,Nadeau L.,Xenos I.,141,219,1.51,2.74
07/04/2026,Monte Carlo,Clay,3,Arden H.,Gomez Q.,9,66,2.35,1.67
07/04/2026,Monte Carlo,Clay,3,Weiss L.,Ostrov G.,216,150,3.07,1.43
07/04/2026,Monte Carlo,Clay,3,Novak Z.,Weiss F.,147,213,1.27,4.16
07/04/2026,Monte Carlo,Clay,3,Castell K.,Tanner A.,27,186,1.07,10.63
07/04/2026,Monte Carlo,Clay,3,Keller A.,Falk N.,102,57,2.64,1.55
07/04/2026,Monte Carlo,Clay,3,Pires V.,Varga D.,159,204,1.83,2.09
07/04/2026,Monte Carlo,Clay,3,Rossi P.,Xenos Z.,174,228,1.85,2.07
07/04/2026,Monte Carlo,Clay,3,Cerny J.,Rossi Q.,33,177,1.01,32.52
08/04/2026,Monte Carlo,Clay,3,Eklund M.,Nadeau A.,51,138,1.16,6.08
08/04/2026,Monte Carlo,Clay,3,Brook T.,Varga G.,21,207,1.01,26.46
08/04/2026,Monte Carlo,Clay,3,Pires P.,Stahl F.,156,183,2.0,1.91
08/04/2026,Monte Carlo,Clay,3,Arden H.,Rossi N.,9,171,1.01,32.52
08/04/2026,Monte Carlo,Clay,3,Young W.,Arden R.,234,12,32.52,1.01
08/04/2026,Monte Carlo,Clay,3,Tanner A.,Xenos Z.,186,228,1.75,2.2
08/04/2026,Monte Carlo,Clay,3,Abbott K.,Stahl C.,6,180,1.01,32.52
08/04/2026,Monte Carlo,Clay,3,Castell H.,Duval N.,24,45,1.38,3.33
08/04/2026,Monte Carlo,Clay,3,Mertens W.,Mertens O.,135,129,1.89,2.02
08/04/2026,Monte Carlo,Clay,3,Xenos O.,Pires V.,222,159,1.59,2.54
09/04/2026,Monte Carlo,Clay,3,Mertens R.,Gomez Q.,132,66,2.66,1.54
09/04/2026,Monte Carlo,Clay,3,Rossi Q.,Xenos I.,177,219,2.89,1.47
09/04/2026,Monte Carlo,Clay,3,Brook T.,Castell H.,21,24,1.66,2.38
09/04/2026,Monte Carlo,Clay,3,Xenos O.,Dorn F.,222,39,6.59,1.15
09/04/2026,Monte Carlo,Clay,3,Mertens M.,Laurent W.,126,111,2.0,1.9
09/04/2026,Monte Carlo,Clay,3,Stahl C.,Tanner W.,180,195,2.14,1.8
09/04/2026,Monte Carlo,Clay,3,Cerny Q.,Ostrov G.,36,150,1.59,2.53
09/04/2026,Monte Carlo,Clay,3,Keller A.,Zeller P.,102,240,1.02,20.66
09/04/2026,Monte Carlo,Clay,3,Jansen O.,Tanner A.,96,186,1.11,8.18
09/04/2026,Monte Carlo,Clay,3,Pires V.,Barros X.,159,18,32.52,1.01
09/04/2026,Monte Carlo,Clay,3,Novak H.,Quist Z.,144,165,1.64,2.4
09/04/2026,Monte Carlo,Clay,3,Falk N.,Xenos Z.,57,228,1.29,4.05
09/04/2026,Monte Carlo,Clay,3,Eklund B.,Tanner Y.,48,198,1.01,32.52
09/04/2026,Monte Carlo,Clay,3,Hale F.,Gomez X.,81,72,1.77,2.17
10/04/2026,Monte Carlo,Clay,3,Arden H.,Rossi A.,9,168,1.13,7.04
10/04/2026,Monte Carlo,Clay,3,Stahl C.,Tanner Y.,180,198,1.67,2.35
10/04/2026,Monte Carlo,Clay,3,Abbott K.,Quist J.,6,162,1.08,9.84
10/04/2026,Monte Carlo,Clay,3,Stahl F.,Mertens W.,183,135,4.43,1.25
10/04/2026,Monte Carlo,Clay,3,Cerny Q.,Hale F.,36,81,1.81,2.11
10/04/2026,Monte Carlo,Clay,3,Tanner V.,Tanner N.,192,189,2.51,1.6
10/04/2026,Monte Carlo,Clay,3,Falk N.,Novak Z.,57,147,1.49,2.83
10/04/2026,Monte Carlo,Clay,3,Abbott E.,Gomez U.,3,69,1.17,5.88
10/04/2026,Monte Carlo,Clay,3,Novak H.,Engel Y.,144,54,2.6,1.56
10/04/2026,Monte Carlo,Clay,3,Varga R.,Weiss F.,210,213,1.65,2.39
10/04/2026,Monte Carlo,Clay,3,Falk U.,Ulrich Z.,60,201,1.28,4.13
10/04/2026,Monte Carlo,Clay,3,Mertens M.,Young V.,126,231,1.08,10.1
10/04/2026,Monte Carlo,Clay,3,Gomez H.,Zeller P.,63,240,1.07,11.25
10/04/2026,Monte Carlo,Clay,3,Kovac M.,Ostrov G.,105,150,1.73,2.24
10/04/2026,Monte Carlo,Clay,3,Xenos I.,Lindqvist D.,219,114,3.23,1.4
11/04/2026,Monte Carlo,Clay,3,Stahl C.,Gomez H.,180,63,5.9,1.17
11/04/2026,Monte Carlo,Clay,3,Abbott K.,Arden H.,6,9,1.14,6.89
11/04/2026,Monte Carlo,Clay,3,Rossi A.,Varga D.,168,204,1.48,2.87
11/04/2026,Monte Carlo,Clay,3,Laurent Q.,Tanner V.,108,192,1.27,4.26
11/04/2026,Monte Carlo,Clay,3,Zeller P.,Weiss L.,240,216,4.23,1.27
11/04/2026,Monte Carlo,Clay,3,Dorn F.,Eklund M.,39,51,1.5,2.8
11/04/2026,Monte Carlo,Clay,3,Young V.,Hale E.,231,78,8.13,1.11
11/04/2026,Monte Carlo,Clay,3,Cerny J.,Duval N.,33,45,1.42,3.14
12/04/2026,Monte Carlo,Clay,3,Jansen D.,Eklund M.,93,51,2.22,1.74
12/04/2026,Monte Carlo,Clay,3,Castell H.,Hale E.,24,78,1.49,2.81
12/04/2026,Monte Carlo,Clay,3,Brook T.,Weiss F.,21,213,1.01,32.52
12/04/2026,Monte Carlo,Clay,3,Ostrov G.,Young V.,150,231,1.21,5.11
12/04/2026,Monte Carlo,Clay,3,Abbott K.,Rossi P.,6,174,1.11,7.9
12/04/2026,Monte Carlo,Clay,3,Eklund B.,Cerny G.,48,30,1.45,2.97
12/04/2026,Monte Carlo,Clay,3,Mertens F.,Quist Z.,123,165,1.28,4.07
12/04/2026,Monte Carlo,Clay,3,Zeller P.,Holm N.,240,87,7.56,1.12
12/04/2026,Monte Carlo,Clay,3,Tanner W.,Nadeau L.,195,141,1.94,1.96
12/04/2026,Monte Carlo,Clay,3,Gomez U.,Xenos U.,69,225,1.15,6.33
12/04/2026,Monte Carlo,Clay,3,Pires G.,Stahl F.,153,183,1.26,4.28
12/04/2026,Monte Carlo,Clay,3,Stahl C.,Tanner N.,180,189,2.21,1.75
12/04/2026,Monte Carlo,Clay,3,Novak H.,Tanner Y.,144,198,1.13,7.26
12/04/2026,Monte Carlo,Clay,3,Arden H.,Young X.,9,237,1.04,16.03
12/04/2026,Monte Carlo,Clay,3,Cerny J.,Gomez Q.,33,66,1.56,2.61
13/04/2026,Monte Carlo,Clay,3,Eklund B.,Gomez X.,48,72,1.13,7.02
13/04/2026,Monte Carlo,Clay,3,Gomez U.,Tanner A.,69,186,1.15,6.55
13/04/2026,Monte Carlo,Clay,3,Duval N.,Xenos I.,45,219,1.24,4.61
13/04/2026,Monte Carlo,Clay,3,Lindqvist D.,Lindqvist W.,114,117,3.09,1.43
13/04/2026,Monte Carlo,Clay,3,Arden R.,Xenos U.,12,225,1.11,8.05
13/04/2026,Monte Carlo,Clay,3,Rossi N.,Castell H.,171,24,12.9,1.06
13/04/2026,Monte Carlo,Clay,3,Jansen D.,Ionescu P.,93,90,1.5,2.81
13/04/2026,Monte Carlo,Clay,3,Barros X.,Ostrov G.,18,150,1.37,3.41
13/04/2026,Monte Carlo,Clay,3,Arden H.,Rossi A.,9,168,1.11,8.26
13/04/2026,Monte Carlo,Clay,3,Dorn F.,Mertens R.,39,132,1.78,2.17
13/04/2026,Monte Carlo,Clay,3,Hale F.,Young W.,81,234,1.01,32.52
13/04/2026,Monte Carlo,Clay,3,Hale E.,Keller A.,78,102,1.61,2.47
14/04/2026,Monte Carlo,Clay,3,Laurent Q.,Hale E.,108,78,2.26,1.72
14/04/2026,Monte Carlo,Clay,3,Quist Z.,Weiss L.,165,216,1.59,2.52
14/04/2026,Monte Carlo,Clay,3,Xenos I.,Xenos U.,219,225,1.42,3.11
14/04/2026,Monte Carlo,Clay,3,Rossi N.,Mertens D.,171,120,2.14,1.79
14/04/2026,Monte Carlo,Clay,3,Jovic F.,Nadeau L.,99,141,1.44,3.01
14/04/2026,Monte Carlo,Clay,3,Stahl C.,Gomez Q.,180,66,5.55,1.18
14/04/2026,Monte Carlo,Clay,3,Mertens W.,Pires V.,135,159,1.17,5.82
14/04/2026,Monte Carlo,Clay,3,Arden R.,Gomez H.,12,63,1.31,3.78
14/04/2026,Monte Carlo,Clay,3,Laurent W.,Cerny Q.,111,36,2.98,1.45
14/04/2026,Monte Carlo,Clay,3,Mertens O.,Tanner A.,129,186,1.13,7.08
14/04/2026,Monte Carlo,Clay,3,Gomez X.,Barros J.,72,15,4.53,1.24
14/04/2026,Monte Carlo,Clay,3,Mertens M.,Lindqvist D.,126,114,1.5,2.79
14/04/2026,Monte Carlo,Clay,3,Eklund B.,Hale F.,48,81,1.55,2.63
14/04/2026,Monte Carlo,Clay,3,Rossi P.,Rossi Q.,174,177,1.71,2.27
14/04/2026,Monte Carlo,Clay,3,Xenos O.,Zeller P.,222,240,1.31,3.84
15/04/2026,Monte Carlo,Clay,3,Gomez H.,Gomez U.,63,69,2.33,1.68
15/04/2026,Monte Carlo,Clay,3,Falk N.,Quist Z.,57,165,1.23,4.79
15/04/2026,Monte Carlo,Clay,3,Ionescu P.,Pires V.,90,159,1.2,5.31
15/04/2026,Monte Carlo,Clay,3,Eklund B.,Hale C.,48,75,1.21,5.07
